ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN EST;Av de la République (face au n° 29);165;P>25710;3;0,517;;;20/02/2013;08:54
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN SUD EST;Rue de Guise;84;P>25642;3;0,796;;;21/02/2013;07:16
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN SUD EST;Rue de Guise;84;P>28642;3;0,594;;;21/02/2013;07:18
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN EST;Rue Ampère;71;P>25695;3;0,796;;;21/02/2013;07:53
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN EST;Bd J Bouin (camping);73;P>25697;3;0,775;;;21/02/2013;08:01
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN EST;Av du Gle de Gaulle;46;P>25694;4;0,967;;;21/02/2013;08:10
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN SUD EST;Rue d'Ostende;54;P>25638;3;0,569;;;21/02/2013;08:57
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN;Parking rue Leon Lemaire;87;P>29127;4;0,778;;;25/02/2013;09:01
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;SAINT QUENTIN CENTRE;Avenue Faidherbe (bas);193;P>30778;4;0,05;;;25/02/2013;09:28
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Av Faidherbe;27;P>25725;3;0,194;;;25/02/2013;09:45
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Bd de Richelieu (angle rue des Glacis);30;P>25726;3;0,481;;;25/02/2013;10:02
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Bd Gambetta (face au n°1) en haut;9;P>25717;3;0,801;;;25/02/2013;10:18
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Bvd Henri Martin;26;P>25724;3;0,577;;;25/02/2013;10:36
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Place de la Liberté;8;P>25716;3;0,309;;;25/02/2013;10:58
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Rue A Gibert/Rue Renan;5;P>25715;4;0,492;;;25/02/2013;11:03
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Rue de Baudreuil;16;P>25722;3;0,963;;;25/02/2013;11:18
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Rue de Baudreuil;16;P>25723;3;0,385;;;25/02/2013;11:32
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Rue des Etats Généraux;2;P>25712;3;0,395;;;25/02/2013;11:45
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Rue du Petit Origny (place du marché);4;P>25714;4;0,539;;;25/02/2013;11:58
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Rue Varlet;3;P>25713;3;0,673;;;25/02/2013;12:00
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN EST;Bvd Roosevelt PORTEUR;17;P>25688;3;0,32;;;25/02/2013;12:15
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN NORD;Rue Théophile Gautier PORTEUR;29;P>25678;4;0,328;;;25/02/2013;12:32
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN SUD EST;Angle rue collette (LIDL) Richepin FND;85;P>25643;3;0,418;;;25/02/2013;13:01
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN SUD EST;Rue de la Fère (NETTO);135;P>25648;4;0,354;;;25/02/2013;13:30
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN SUD EST;Rue de la Fère (face n°22);51;P>25637;4;0,414;;;27/02/2013;07:15
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN SUD EST;Bd du Maréchal Juin (haut);57;P>25640;3;0,502;;;27/02/2013;07:20
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN SUD EST;Rue J Blanchot;89;P>25646;4;0,218;;;27/02/2013;07:30
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN SUD OUEST;Rampe St Prix;19;P>25653;3;0,723;;;27/02/2013;07:48
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN SUD OUEST;Bd de Verdun;140;P>25654;4;0,826;;;27/02/2013;07:55
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN SUD OUEST;Déchetterie (Rue A Parmentier) Vidam;60;P>27069;3;0,927;;;27/02/2013;08:00
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN SUD OUEST;Déchetterie (Rue A Parmentier) Vidam;60;P>25661;3;0,837;;;27/02/2013;08:01
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN SUD OUEST;Déchetterie (Rue A Parmentier) Vidam;60;P>25662;3;0,62;;;27/02/2013;08:02
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN SUD OUEST;Déchetterie (Rue A Parmentier) Vidam;60;P>25663;3;0,312;;;27/02/2013;08:03
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN SUD OUEST;Angle Av Me François Hugues/Accacias;62;P>25665;3;0,425;;;27/02/2013;08:25
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN SUD OUEST;Rue de Paris (ALDI);92;P>25668;3;0,445;;;27/02/2013;08:40
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN SUD OUEST;Rue Alexandre Dumas (park face ED);25;P>25671;4;0,324;;;27/02/2013;08:45
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN NORD;Place du 87 RI Rue Thiers;28;P>25677;3;0,848;;;27/02/2013;09:00
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN NORD;Place du 87 RI Rue Thiers;28;P>28483;3;0,936;;;27/02/2013;09:01
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN NORD;Rue Henriette Cabot;34;P>25681;3;0,335;;;27/02/2013;09:15
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN NORD;BD JKF (aldi);33;P>29339;3;0,51;;;27/02/2013;09:20
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN NORD;CORA (parking);41;P>25683;3;0,517;;;27/02/2013;09:25
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN NORD;CORA (parking);41;P>25684;4;0,632;;;27/02/2013;09:26
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN NORD;Rue des Valenciennes;169;P>25687;4;0,734;;;27/02/2013;09:50
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN EST;Rue du Cdt G Bieler;45;P>25693;3;0,745;;;27/02/2013;10:00
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN EST;Av du Gle de Gaulle;46;P>25694;4;0,758;;;27/02/2013;10:12
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN EST;Rue H Dunant;74;P>25698;3;0,764;;;27/02/2013;10:20
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN EST;Av de la Résistance;76;P>25700;3;0,528;;;27/02/2013;10:30
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN EST;Av R Schuman (centre social Europe);81;P>25705;3;0,539;;;27/02/2013;10:50
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN EST;Av R Schuman (SIMPLY MARKET);82;P>25706;3;0,552;;;27/02/2013;11:00
ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN EST;Av de la République (face au n° 29);165;P>25710;3;0,561;;;27/02/2013;11:05
