INTERMARCHE;NOUVEAU;130,898;152
"ROUTE DE CHAUNY";"DECHETERIE SUD";90,569;141
BRICOCASH;;36,414;42
"RUE PAUL LANGEVIN";"PLACE 8 MAI 1945";30,612;40
"RUE GAMBETTA";"PLACE DU MOULIN DE T";23,655;25
"RUE GEORGES HERBIN";"FACE AU N°44";12,45;19
"PLACE DES SPORTS";;9,585;10
"RUE GABRIEL PERI";"MAISON DE LA CULTURE";9,07;10
"SQUARE DE L'AMITIE";;8,881;10
"RUE GAMBETTA";"RUE GAGARINE";7,569;10
"RUE VOLTAIRE";;5,821;9
